ID;petName;bornDatePet;petGender;typePet
64269;Joseph;1/29/2012;Male;Eastern boa constrictor
64270;Jacob;9/13/2010;Male;Gorilla
64271;Manuel;4/9/2015;Male;Calf
64272;Luke;2/16/2010;Male;Egyptian viper
64273;Emerald;7/16/2012;Female;Gray duiker
64274;Javier;2/22/2010;Male;European stork
64275;Chanelle;7/4/2019;Female;Calf
64276;Clint;6/18/2011;Male;Eastern indigo snake
64277;Danny;3/16/2017;Male;Hoary marmot
64278;Juliette;12/19/2007;Female;Bobcat
64279;Kieth;2/10/2012;Male;Brown lemur
64280;Luna;2/3/2005;Female;Galapagos penguin
64281;Skylar;12/20/2005;Female;Eastern white pelican
64282;Russel;2/2/2010;Male;Cape Barren goose
64283;Bob;3/9/2015;Male;Brown capuchin
64284;Barry;11/22/2014;Male;Blue shark
64285;Martin;5/29/2008;Male;Red Panda
64286;Mark;7/5/2011;Male;Hippopotamus
64287;Ruth;7/24/2014;Female;Eurasian hoopoe
64288;Clint;8/21/2004;Male;Ant
64289;Eduardo;7/13/2014;Male;Cape cobra
64290;Logan;12/27/2015;Male;Frilled lizard
64291;Logan;12/1/2009;Male;Gray rhea
64292;Holly;8/26/2016;Female;Hawk-headed parrot
64293;Sofie;8/1/2010;Female;Wombat
64294;Harry;5/16/2013;Male;Bear
64295;Daphne;11/3/2008;Female;Wolverine
64296;Ron;1/20/2016;Male;Badger
64297;Chester;4/25/2004;Male;Arctic fox
64298;Aurelia;2/9/2013;Female;Cheetah
64299;Danielle;8/10/2013;Female;Carpet python
64300;Ronald;11/6/2018;Male;Gray rhea
64301;Gladys;6/20/2007;Female;Worm
64302;Davina;3/23/2005;Female;Cape raven
64303;Bree;9/24/2009;Female;Harrie
64304;Rita;5/21/2010;Female;Desert spiny lizard
64305;Logan;1/19/2008;Male;Seal
64306;Jack;11/21/2007;Male;Fisher
64307;Hailey;2/13/2019;Female;American buffalo
64308;Michael;2/9/2012;Male;Alpaca
64309;Zoe;11/11/2015;Female;Goliath heron
64310;Hannah;6/16/2013;Female;Galapagos penguin
64311;Adalie;6/24/2018;Female;Snake
64312;Clint;6/9/2009;Male;Dromedary camel
64313;Marvin;10/30/2012;Male;Yak
64314;Gabriel;3/19/2018;Male;Fossa
64315;Mabel;5/26/2013;Female;Kongoni
64316;Ramon;9/7/2006;Male;Armadillo
64317;Russel;6/21/2004;Male;Honey badger
64318;Peyton;8/21/2013;Female;Raccoon
64319;Zara;11/22/2007;Female;Fisher
64320;Angelina;12/30/2015;Female;Brown hyena
64321;Norah;10/3/2017;Female;Gaur
64322;Joy;9/23/2009;Female;European beaver
64323;Caydence;4/27/2014;Female;wasp
64324;Destiny;2/14/2017;Female;Arctic fox
64325;Owen;4/21/2007;Male;Common dolphin
64326;Robyn;8/31/2005;Female;Common dolphin
64327;Ronald;6/6/2006;Male;Blue-tongued lizard
64328;Ron;10/2/2018;Male;Donkey
64329;Matt;2/20/2013;Male;Cape raven
64330;Lauren;9/19/2018;Female;Ladybug
64331;Daniel;6/4/2018;Male;Avocet
64332;Josh;2/3/2017;Male;Eastern diamondback rattlesnake
64333;Hank;10/1/2008;Male;Collared lizard
64334;Angela;4/4/2010;Female;Alpaca
64335;Priscilla;6/5/2018;Female;Carpet python
64336;Matt;12/10/2011;Male;Hawk-headed parrot
64337;Hanna;7/29/2008;Female;Antelope
64338;Rufus;5/4/2005;Male;Carmine bee-eater
64339;Julian;2/3/2012;Male;Koala
64340;Molly;7/6/2011;Female;Fly
64341;Mike;4/5/2017;Male;Blue catfish
64342;Laila;3/28/2007;Female;Crested barbet
64343;Keira;11/13/2005;Female;Desert spiny lizard
64344;Noah;6/13/2008;Male;JellyFish
64345;Bob;4/17/2013;Male;Honey badger
64346;Cassidy;12/20/2004;Female;Sea Elephant
64347;Martin;9/2/2013;Male;Black-tailed deer
64348;Kurt;12/26/2006;Male;Shirmp
64349;Mark;12/18/2008;Male;Indian leopard
64350;Bart;5/24/2010;Male;Jabiru stork
64351;Margot;9/25/2012;Female;Common seal
64352;Nate;12/16/2015;Male;Dassie
64353;Carol;3/15/2015;Female;Common wombat
64354;Freya;6/8/2004;Female;Griffon vulture
64355;Michelle;10/25/2016;Female;Cape Barren goose
64356;Ethan;4/21/2004;Male;Wolverine
64357;Chadwick;10/7/2016;Male;Common wolf
64358;Kenzie;9/23/2015;Female;Bear
64359;Nancy;3/13/2008;Female;Bushpig
64360;Barry;4/28/2004;Male;Dodo
64361;Rose;3/24/2009;Female;Dog
64362;Penny;9/14/2010;Female;Javan gold-spotted mongoose
64363;Alexander;10/20/2018;Male;Common wombat
64364;Maxwell;9/5/2013;Male;Greater flamingo
64365;Domenic;2/1/2014;Male;African lion
64366;Rita;4/22/2013;Female;European spoonbill
64367;Anthony;10/10/2013;Male;Hippopotamus
64368;Jolene;2/25/2013;Female;Penguin
64369;Madison;9/6/2007;Female;Kudu
64370;Miriam;6/23/2008;Female;Red Panda
64371;Ivy;4/3/2006;Female;Jungle cat
64372;Bristol;11/25/2018;Female;Hoary marmot
64373;John;8/8/2010;Male;European beaver
64374;Mackenzie;6/11/2005;Female;Wombat
64375;Alice;12/4/2017;Female;Indian star tortoise
64376;Brad;4/30/2015;Male;Caribou
64377;Joseph;7/31/2009;Male;Polar Bear
64378;Nathan;1/6/2011;Male;Euro wallaby
64379;Esmeralda;7/22/2015;Female;Sea Lion
64380;Noah;6/25/2011;Male;Black-capped chickadee
64381;Oliver;1/19/2013;Male;European stork
64382;Rita;1/28/2014;Female;Indian mynah
64383;Chelsea;10/11/2015;Female;Cheetah
64384;Regina;7/17/2017;Female;Honey badger
64385;Nancy;12/21/2011;Female;Indian porcupine
64386;Nate;9/13/2013;Male;European stork
64387;George;8/21/2004;Male;Dromedary camel
64388;Benjamin;9/3/2010;Male;European badger
64389;Renee;7/12/2012;Female;Great cormorant
64390;Mina;5/4/2008;Female;Cape raven
64391;Juliette;9/8/2012;Female;European stork
64392;Sabina;3/17/2017;Female;Bushbuck
64393;Hailey;8/2/2010;Female;Lemur
64394;Christine;1/31/2009;Female;Catfish
64395;Quinn;11/6/2016;Female;Cobra
64396;Cherish;4/23/2010;Female;Great cormorant
64397;Erick;4/20/2018;Male;Mouse
64398;Bob;8/31/2006;Male;Chicken
64399;John;11/21/2004;Male;Baboon
64400;Alex;11/8/2016;Female;Jungle cat
64401;Angel;1/22/2015;Female;Cheetah
64402;Josephine;9/18/2004;Female;Chicken
64403;Hank;7/4/2019;Male;Armadillo
64404;Eduardo;7/31/2008;Male;Swan
64405;Rihanna;11/10/2014;Female;Emu
64406;Aeris;4/16/2015;Female;Dusky rattlesnake
64407;Cameron;7/22/2007;Female;Butterfly
64408;Rick;11/12/2015;Male;Black-tailed deer
64409;Benny;7/28/2013;Male;Butterfly
64410;Harmony;8/28/2019;Female;Javanese cormorant
64411;Brad;4/28/2012;Male;Catfish
64412;Charlotte;3/13/2018;Female;Horned puffin
64413;Peter;8/4/2010;Male;Burrowing owl
64414;Goldie;3/20/2006;Female;European spoonbill
64415;Barney;3/27/2017;Male;Lion
64416;Rosalie;9/17/2005;Female;Collared lizard
64417;Leroy;8/6/2016;Male;Egyptian vulture
64418;Hannah;7/30/2007;Female;Crab
64419;Anthony;4/10/2014;Male;Boar
64420;Daniel;5/28/2007;Male;Possum
64421;Sofia;12/28/2006;Female;Shirmp
64422;Cynthia;11/14/2011;Female;Euro wallaby
64423;Barry;10/31/2004;Male;Hanuman langur
64424;Angel;3/28/2007;Female;Dromedary camel
64425;Erick;12/10/2014;Male;Canada goose
64426;Rosemary;5/25/2015;Female;Jungle kangaroo
64427;Celia;3/9/2008;Female;Hawk-headed parrot
64428;Rick;4/8/2015;Male;Black-tailed deer
64429;Freya;4/17/2007;Female;Common turkey
64430;Michael;3/14/2014;Male;Hawk-headed parrot
64431;Aiden;11/7/2014;Male;King cormorant
64432;Roger;11/8/2013;Male;Calf
64433;Ruby;11/25/2012;Female;Jungle cat
64434;Ivette;6/18/2006;Female;Vampire Bat
64435;David;12/15/2012;Male;Komodo dragon
64436;Manuel;8/5/2012;Male;Alpaca
64437;Owen;6/16/2004;Male;Eastern indigo snake
64438;Julian;3/18/2014;Male;Deer
64439;Esmeralda;3/3/2011;Female;Eurasian beaver
64440;Aleksandra;3/30/2017;Female;Sheep
64441;Bart;1/21/2009;Male;Horned lark
64442;Angela;3/5/2013;Female;Harrie
64443;Dasha;6/30/2018;Female;Panda
64444;Maxwell;12/24/2008;Male;Kongoni
64445;Alan;9/10/2015;Male;Bison
64446;Doug;9/27/2005;Male;European badger
64447;Abbey;12/2/2010;Female;Cobra
64448;Manuel;11/10/2007;Male;Common turkey
64449;Mavis;7/14/2004;Female;Common dolphin
64450;Gwen;12/1/2009;Female;Desert tortoise
64451;Shannon;12/17/2009;Female;Koala
64452;Leah;2/19/2017;Female;Jaguarundi
64453;Katelyn;3/18/2013;Female;Vulture
64454;Caleb;7/13/2012;Male;Monkey
64455;Caleb;8/28/2005;Male;Common zebra
64456;Owen;4/18/2016;Male;Somali
64457;Gemma;6/3/2015;Female;Toucan
64458;Rocco;8/27/2007;Male;Hedgedog
64459;Danny;2/9/2018;Male;Wallaby
64460;Keira;4/21/2005;Female;Snake
64461;Britney;3/19/2012;Female;Mouse
64462;Chadwick;7/28/2013;Male;European wild cat
64463;Lucas;7/6/2017;Male;Polar Bear
64464;Chad;5/18/2014;Male;Vampire Bat
64465;Nick;9/5/2012;Male;Giant girdled lizard
64466;Tara;7/21/2014;Female;Fly
64467;Cherish;10/22/2011;Female;Great egret
64468;Matthew;8/16/2018;Male;Gila monster
64469;Owen;3/28/2006;Male;Galapagos tortoise
64470;Rae;1/31/2009;Female;Great cormorant
64471;Rita;10/6/2007;Female;Eurasian beaver
64472;Doug;4/6/2007;Male;Bush dog
64473;Bryce;9/21/2018;Female;Wallaby
64474;Eduardo;6/2/2012;Male;Crested porcupine
64475;Josephine;10/16/2008;Female;Blue shark
64476;Daron;2/19/2017;Male;African elephant
64477;Juliette;2/8/2004;Female;Toucan
64478;Nancy;3/11/2015;Female;Turkey
64479;Bob;8/30/2017;Male;Common turkey
64480;Chris;4/28/2014;Male;Gray rhea
64481;Alessandra;12/22/2017;Female;Indian leopard
64482;Benny;5/11/2019;Male;Carpet python
64483;Maggie;5/27/2009;Female;King cormorant
64484;Ethan;7/10/2007;Male;Hoary marmot
64485;Fred;6/12/2015;Male;Eastern grey kangaroo
64486;Rick;11/25/2005;Male;Indian giant squirrel
64487;Angelina;8/6/2008;Female;Fossa
64488;Jacqueline;8/26/2006;Female;Armadillo
64489;Chad;6/8/2006;Male;Japanese macaque
64490;Karen;11/28/2013;Female;Eastern diamondback rattlesnake
64491;Chad;5/10/2017;Male;Carmine bee-eater
64492;Martin;12/16/2017;Male;Jungle kangaroo
64493;Ember;1/21/2010;Female;Feathertail glider
64494;Adalie;1/13/2015;Female;European shelduck
64495;Melania;9/27/2007;Female;Gaur
64496;Analise;11/2/2012;Female;Common turkey
64497;Carter;4/25/2018;Male;African lion
64498;Anabelle;12/19/2012;Female;Scorpion
64499;Daron;4/13/2019;Male;Chicken
64500;Natalie;12/26/2012;Female;Cape fox
64501;Hayden;7/17/2008;Male;Antelope
64502;Candice;12/5/2005;Female;Indian tree pie
64503;Helen;5/13/2005;Female;Common ringtail
64504;Adelaide;1/10/2004;Female;Boar
64505;Enoch;12/14/2016;Male;Black-capped chickadee
64506;Sebastian;1/23/2009;Male;Javan gold-spotted mongoose
64507;Angelica;12/20/2009;Female;Brown pelican
64508;Marvin;12/31/2014;Male;Hedgedog
64509;Kieth;4/22/2014;Male;FireFly
64510;Harry;8/27/2004;Male;European beaver
64511;Iris;6/25/2015;Female;Brown lemur
64512;Russel;1/7/2016;Male;Fisher
64513;Adalie;6/28/2016;Female;Horned puffin
64514;Caleb;7/26/2004;Male;Monkey
64515;Eduardo;2/27/2009;Male;Gray duiker
64516;William;3/2/2018;Male;Black rhinoceros
64517;Logan;8/28/2005;Male;Black rhinoceros
64518;Thea;2/24/2006;Female;Mouse
64519;Anabelle;8/22/2018;Female;Eastern diamondback rattlesnake
64520;Angelica;6/24/2005;Female;Cormorant
64521;Aleksandra;2/28/2019;Female;Gray rhea
64522;Katelyn;8/15/2006;Female;Kinkajou
64523;Chadwick;11/25/2018;Male;Carpet python
64524;Isabella;8/11/2010;Female;Blue fox
64525;Tyson;5/24/2018;Male;Eastern indigo snake
64526;Eduardo;6/27/2014;Male;Blue fox
64527;Tess;1/20/2009;Female;Giraffe
64528;Tyler;6/10/2013;Male;Javanese cormorant
64529;Cassidy;4/23/2015;Female;Gaur
64530;Sylvia;7/20/2017;Female;Snake
64531;Mavis;2/24/2008;Female;Fairy penguin
64532;Lorraine;9/21/2015;Female;Indian tree pie
64533;Ronald;4/5/2010;Male;Falcon
64534;Carissa;1/16/2014;Female;Deer
64535;Melanie;5/2/2012;Female;European spoonbill
64536;Benjamin;6/19/2009;Male;Helmeted guinea fowl
64537;Felicity;6/20/2006;Female;Eastern grey kangaroo
64538;Denny;7/3/2009;Male;Black rhinoceros
64539;Mark;11/19/2018;Male;Great kiskadee
64540;Russel;6/6/2009;Male;Great cormorant
64541;Blake;11/14/2011;Female;Bald Eagle
64542;Barney;3/31/2006;Male;Jungle cat
64543;Sloane;4/25/2009;Female;Galapagos mockingbird
64544;Rosalie;9/17/2015;Female;Dalmatian
64545;Mayleen;11/16/2008;Female;Common wolf
64546;Noah;8/25/2009;Male;Eastern fox squirrel
64547;Eryn;5/10/2006;Female;Four-horned antelope
64548;Anthony;6/25/2010;Male;Greater flamingo
64549;Gloria;4/28/2018;Female;Crested porcupine
64550;Violet;6/17/2005;Female;Penguin
64551;Nate;12/9/2009;Male;Gray rhea
64552;Miriam;8/5/2004;Female;Indian tree pie
64553;Ron;4/28/2015;Male;Indian tree pie
64554;Peter;9/6/2008;Male;Zebra
64555;Barney;7/22/2005;Male;Bobcat
64556;Daniel;7/22/2009;Male;Rat
64557;Alba;6/17/2009;Female;Chacma baboon
64558;Denny;9/15/2008;Male;Blue shark
64559;Gwen;5/7/2013;Female;Helmeted guinea fowl
64560;Mike;8/27/2008;Male;Kongoni
64561;Catherine;9/23/2010;Female;Clown Fish
64562;Adelaide;1/28/2017;Female;Wallaby
64563;Noah;5/22/2012;Male;Crested porcupine
64564;Ciara;8/9/2007;Female;Burrowing owl
64565;Chris;4/13/2017;Male;Calf
64566;Tania;6/17/2004;Female;Galapagos tortoise
64567;Matt;8/16/2005;Male;Chacma baboon
64568;Angelina;3/19/2004;Female;Gaur
64569;Alexia;2/16/2014;Female;Chipmunk
64570;Bob;12/27/2006;Male;Honey badger
64571;Caydence;6/10/2010;Female;Galapagos mockingbird
64572;Lana;12/28/2005;Female;Bald Eagle
64573;Belinda;6/5/2010;Female;Sparrow
64574;Jack;4/7/2014;Male;Galapagos penguin
64575;Helen;1/28/2008;Female;Polar Bear
64576;Savannah;1/20/2011;Female;Hippopotamus
64577;Leah;9/25/2011;Female;European wild cat
64578;Hannah;1/20/2008;Female;Bat
64579;Emely;11/25/2008;Female;Hippopotamus
64580;Adina;2/24/2012;Female;Fork-tailed drongo
64581;Barry;6/3/2005;Male;Feral rock pigeon
64582;Johnny;10/26/2007;Male;Kudu
64583;Vivian;8/28/2017;Female;Wolverine
64584;Eryn;5/15/2009;Female;Butterfly
64585;Luke;7/6/2019;Male;Indian leopard
64586;Chadwick;2/18/2008;Male;Cape cobra
64587;Bridget;3/30/2010;Female;Yak
64588;Angel;9/2/2006;Female;Black rhinoceros
64589;Owen;4/21/2011;Male;Cape cobra
64590;Liliana;6/25/2013;Female;Boar
64591;Alessandra;2/18/2004;Female;Dog
64592;Sloane;9/23/2005;Female;Caribou
64593;Sharon;1/13/2004;Female;Common langur
64594;Anais;8/8/2014;Female;Dalmatian
64595;Bart;3/19/2019;Male;Jabiru stork
64596;Daron;9/19/2007;Male;Honey badger
64597;Percy;4/20/2009;Male;Blue-tongued lizard
64598;Enoch;6/29/2017;Male;Indian leopard
64599;Alison;5/24/2010;Female;Zebra
64600;Ciara;8/7/2012;Female;European spoonbill
64601;Harry;3/18/2013;Male;Koala
64602;Catherine;1/29/2007;Female;African elephant
64603;Elle;7/23/2004;Female;European shelduck
64604;Audrey;4/15/2005;Female;Cobra
64605;Daniel;12/14/2012;Male;Cat
64606;Lynn;12/12/2007;Female;Hedgedog
64607;John;9/19/2006;Male;Wallaby
64608;Liv;1/24/2011;Female;Weasel
64609;Andrea;9/9/2004;Female;Seal
64610;Mina;4/8/2017;Female;Koala
64611;Danny;8/2/2011;Male;Worm
64612;Adela;6/27/2008;Female;Indian peacock
64613;Alessandra;5/26/2015;Female;Wombat
64614;Kamila;2/1/2008;Female;Buttermilk snake
64615;Gil;1/6/2009;Male;Egyptian viper
64616;Candace;8/7/2006;Female;Jaguarundi
64617;Julia;1/1/2016;Female;Blue shark
64618;Celina;7/26/2005;Female;Panda
64619;Mya;11/15/2015;Female;Golden eagle
64620;Ronald;2/24/2005;Male;Eagle owl
64621;Chad;7/8/2012;Male;Collared peccary
64622;Liam;3/8/2005;Male;Caribou
64623;Adelaide;7/10/2009;Female;Sloth
64624;Oliver;8/2/2013;Male;Crab
64625;Nate;5/18/2008;Male;Impala
64626;Andie;5/5/2011;Female;Collared lizard
64627;Rae;7/18/2011;Female;Indian mynah
64628;Martin;5/6/2013;Male;Bald Eagle
64629;Macy;1/19/2019;Female;Collared lemming
64630;Harry;2/4/2009;Male;Dodo
64631;Crystal;8/20/2008;Female;Jungle cat
64632;Summer;2/13/2014;Female;Desert spiny lizard
64633;Faith;11/8/2014;Female;Ferruginous hawk
64634;Peter;2/22/2010;Male;Indian star tortoise
64635;Sebastian;8/11/2015;Male;Crab
64636;Kieth;4/11/2009;Male;European badger
64637;Katelyn;10/20/2014;Female;Blue wildebeest
64638;Juliette;3/5/2014;Female;Sea Lion
64639;Tony;10/11/2011;Male;Koala
64640;Morgan;7/8/2008;Female;Ant
64641;Destiny;12/26/2013;Female;Wolverine
64642;Chris;5/14/2007;Male;Giant girdled lizard
64643;Zoe;5/11/2006;Female;Galapagos albatross
64644;Emery;4/26/2005;Female;Coyote
64645;Emery;9/26/2006;Female;Eurasian beaver
64646;Roger;7/22/2017;Male;Bobcat
64647;Matt;4/20/2008;Male;Jungle cat
64648;Clint;9/24/2011;Male;Penguin
64649;Andrea;8/4/2011;Female;Greater flamingo
64650;Nicholas;5/29/2009;Male;Galapagos penguin
64651;Marvin;10/14/2012;Male;Kongoni
64652;Elijah;7/2/2011;Male;Flightless cormorant
64653;Michael;10/29/2017;Male;Swan
64654;Harry;1/26/2016;Male;Fairy penguin
64655;Liam;1/15/2006;Male;Kongoni
64656;Mason;6/23/2005;Male;Collared lizard
64657;Hadley;4/19/2009;Female;Common shelduck
64658;Rhea;7/18/2014;Female;Greater flamingo
64659;Nathan;6/17/2004;Male;Galapagos albatross
64660;Valentina;12/22/2005;Female;Vulture
64661;Denny;2/16/2014;Male;Deer
64662;Mason;6/19/2016;Male;Cormorant
64663;Francesca;8/1/2008;Female;European badger
64664;Alexa;6/18/2012;Female;Carmine bee-eater
64665;Carissa;9/11/2007;Female;Kudu
64666;Ruth;6/29/2013;Female;Calf
64667;Luke;2/24/2015;Male;Bat
64668;Elly;9/7/2010;Female;Elephant
64669;Hayden;11/7/2012;Male;Somali
64670;Daniel;10/6/2008;Male;European stork
64671;Meredith;3/28/2010;Female;Gorilla
64672;Tyson;9/10/2014;Male;Common genet
64673;Chadwick;10/21/2008;Male;Crab
64674;Adela;2/25/2014;Female;Collared peccary
64675;Zoe;1/2/2017;Female;Blue fox
64676;Davina;4/18/2011;Female;Badger
64677;Rebecca;3/28/2013;Female;Horse
64678;Rufus;3/6/2016;Male;Canada goose
64679;Doug;1/20/2010;Male;Common wolf
64680;Phillip;10/9/2007;Male;Cormorant
64681;Juliet;8/20/2018;Female;Common langur
64682;Hope;3/15/2013;Female;Sloth
64683;Anthony;4/5/2007;Male;African elephant
64684;Percy;7/7/2010;Male;Field flicker
64685;Gil;10/25/2009;Male;Brown pelican
64686;Chester;6/25/2018;Male;Badger
64687;Jennifer;12/10/2008;Female;California sea lion
64688;Marla;11/30/2011;Female;Hippopotamus
64689;Logan;4/7/2015;Female;Panda
64690;Alexander;6/12/2012;Male;Carpet python
64691;Danielle;4/22/2012;Female;Hawk-headed parrot
64692;Florence;6/26/2014;Female;Swan
64693;Erick;9/9/2011;Male;Deer
64694;Denis;4/20/2012;Male;Alpaca
64695;Willow;12/15/2005;Female;Collared lemming
64696;David;6/30/2015;Male;Euro wallaby
64697;Deborah;5/31/2007;Female;European wild cat
64698;Thea;9/22/2014;Female;Fox
64699;Gemma;8/19/2015;Female;Crested barbet
64700;Chris;9/28/2018;Male;Horned rattlesnake
64701;Wade;4/25/2014;Male;Lemur
64702;Celina;2/6/2009;Female;Impala
64703;Liam;9/25/2017;Male;Sloth
64704;Jacob;8/16/2016;Male;Galapagos dove
64705;Chanelle;9/22/2007;Female;Sloth
64706;Julian;2/23/2011;Male;Cereopsis goose
64707;Hank;6/14/2008;Male;European stork
64708;Sydney;8/24/2009;Female;Fly
64709;George;12/24/2006;Male;Eurasian red squirrel
64710;Chuck;3/23/2018;Male;Eastern fox squirrel
64711;Liliana;5/19/2019;Female;Galapagos dove
64712;Felicity;7/22/2008;Female;Leopard
64713;Noah;7/18/2011;Male;Eastern boa constrictor
64714;Jocelyn;3/1/2019;Female;Brown hyena
64715;Cassandra;3/20/2008;Female;Clown Fish
64716;Lillian;6/11/2015;Female;Weasel
64717;Chadwick;4/5/2014;Male;Chipmunk
64718;Liam;5/9/2019;Male;Indian leopard
64719;Nicholas;10/2/2015;Male;Indian star tortoise
64720;Quinn;2/1/2012;Female;Dromedary camel
64721;Ramon;1/24/2005;Male;Fly
64722;Trisha;3/24/2014;Female;Cat
64723;Elise;3/17/2018;Female;Gambels quail
64724;Elena;6/5/2006;Female;Scorpion
64725;Alexander;10/4/2008;Male;Bat
64726;Maxwell;6/2/2012;Male;Common zebra
64727;Jane;5/8/2016;Female;Crested bunting
64728;Barry;8/6/2012;Male;Gray rhea
64729;Gabriel;5/7/2006;Male;Chicken
64730;Charlotte;2/3/2010;Female;Groundhog
64731;Elena;5/8/2019;Female;Galah
64732;Joseph;11/18/2006;Male;Black rhinoceros
64733;Luna;3/8/2008;Female;Frilled lizard
64734;Destiny;5/24/2016;Female;Carpet python
64735;Ilona;2/13/2018;Female;Frilled lizard
64736;Danny;9/27/2015;Male;Common wolf
64737;Bryon;2/15/2008;Male;Carmine bee-eater
64738;David;1/22/2012;Male;Sea Elephant
64739;John;1/3/2004;Male;Bison
64740;Nathan;1/16/2019;Male;Alpaca
64741;Mara;5/11/2007;Female;Canada goose
64742;Doug;3/31/2013;Male;Galapagos tortoise
64743;Benny;8/21/2014;Male;Galah
64744;Clint;1/13/2008;Male;Gerenuk
64745;Lorraine;12/24/2016;Female;Downy woodpecker
64746;Aiden;11/8/2010;Male;Catfish
64747;Domenic;9/19/2014;Male;Ferruginous hawk
64748;Abdul;9/6/2004;Male;Weasel
64749;Adelaide;9/28/2008;Female;Kudu
64750;Melania;3/23/2015;Female;Helmeted guinea fowl
64751;Julius;5/1/2011;Male;Fossa
64752;Ronald;8/7/2015;Male;Dusky gull
64753;Julianna;10/16/2012;Female;Cereopsis goose
64754;Dani;7/24/2004;Female;European shelduck
64755;Janelle;10/7/2014;Female;Helmeted guinea fowl
64756;Dorothy;9/7/2006;Female;Killer whale
64757;Julius;10/7/2008;Male;Wallaby
64758;John;7/15/2010;Male;Impala
64759;Chester;8/13/2017;Male;Cape fox
64760;Kassandra;12/5/2004;Female;Komodo Dragon
64761;Kurt;12/23/2016;Male;Desert spiny lizard
64762;Lucas;5/23/2013;Male;Egyptian vulture
64763;Makena;1/1/2014;Female;Desert spiny lizard
64764;Emely;2/19/2018;Female;Great egret
64765;Chester;3/11/2014;Male;Cape Barren goose
64766;Harvey;12/2/2012;Male;Ferret
64767;Mabel;1/3/2017;Female;Vampire Bat
64768;Enoch;12/3/2012;Male;Swan
64769;Marie;7/20/2008;Female;Bushpig
64770;Marvin;11/1/2004;Male;Sloth
64771;Rick;4/24/2008;Male;Arctic fox
64772;Cynthia;4/18/2006;Female;Downy woodpecker
64773;Bernadette;12/10/2012;Female;Albatross
64774;Sharon;7/24/2017;Female;Jaguarundi
64775;Mason;6/17/2004;Male;Dassie
